crm:P2_has_type,dcterms:subject,dcterms:identifier,schema:position,dcterms:type,schema:artMedium,schema:color,schema:depth,schema:itemCondition,schema:material,schema:status,schema:measurementMethod,schema:hasMeasurement,schema:observationDate,dcterms:abstract,crm:P106i_forms_part_of,dcterms:isReferencedBy,dcterms:source,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,dcterms:title,schema:artform,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,crm:P4_has_time-span,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by
Couche colorée,décor§fond§ciel,f82fb7f2-6519-4efa-a803-02645469249b_005§coupe338,coupe338c03§lisière supérieure,Encollage,,blanc§bleu,mince,,blanc de plomb,caractérisé,microsonde,,1976,,f82fb7f2-6519-4efa-a803-02645469249b,"Rapport 859b bis (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484",0f1ec273-b122-4e7b-bae6-9939a7b92bbf,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Lucrèce et Collatin,peinture§coffre§élément,MI 438,Musée du Petit Palais Avignon,"43.949317,4.805528",1426§1475,,,Anonyme siennois,,
Couche colorée,décor§fond§ciel,f82fb7f2-6519-4efa-a803-02645469249b_006§coupe338,coupe338c04§lisière supérieure,Couche picturale,,bleu§clair,,,blanc de plomb§lapis-lazuli,caractérisé,microsonde,,1976,,f82fb7f2-6519-4efa-a803-02645469249b,"Rapport 859b bis (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484§Rapport 859b (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484",0f1ec273-b122-4e7b-bae6-9939a7b92bbf§50399c80-9dd9-4876-a3e5-233d6d9db445,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Lucrèce et Collatin,peinture§coffre§élément,MI 438,Musée du Petit Palais Avignon,"43.949317,4.805528",1426§1475,,,Anonyme siennois,,
Couche colorée,décor§fond§ciel,f82fb7f2-6519-4efa-a803-02645469249b_007§coupe338,coupe338c05§lisière supérieure,Couche picturale§Repeint,superposition peinture,bleu§clair,,,bleu de cobalt,caractérisé,microsonde,,1976,,f82fb7f2-6519-4efa-a803-02645469249b,"Rapport 859b bis (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484§Rapport 859b (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484",0f1ec273-b122-4e7b-bae6-9939a7b92bbf§50399c80-9dd9-4876-a3e5-233d6d9db445,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Lucrèce et Collatin,peinture§coffre§élément,MI 438,Musée du Petit Palais Avignon,"43.949317,4.805528",1426§1475,,,Anonyme siennois,,
Couche non-peinte,décor§fond§ciel,f82fb7f2-6519-4efa-a803-02645469249b_008§coupe338,coupe338c06§lisière supérieure,Couche de vernis,,bleu,,,,,,,1976,,f82fb7f2-6519-4efa-a803-02645469249b,"Rapport 859b bis (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484§Rapport 859b (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484",0f1ec273-b122-4e7b-bae6-9939a7b92bbf§50399c80-9dd9-4876-a3e5-233d6d9db445,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Lucrèce et Collatin,peinture§coffre§élément,MI 438,Musée du Petit Palais Avignon,"43.949317,4.805528",1426§1475,,,Anonyme siennois,,
Couche colorée,décor§fond§ciel,f82fb7f2-6519-4efa-a803-02645469249b_009§coupe339,coupe339c02§lisière supérieure,Encollage,,blanc§bleu,mince,,blanc de plomb,caractérisé,microsonde,,1976,,f82fb7f2-6519-4efa-a803-02645469249b,"Rapport 859b bis (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484§Rapport 859b (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484",0f1ec273-b122-4e7b-bae6-9939a7b92bbf§50399c80-9dd9-4876-a3e5-233d6d9db445,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Lucrèce et Collatin,peinture§coffre§élément,MI 438,Musée du Petit Palais Avignon,"43.949317,4.805528",1426§1475,,,Anonyme siennois,,
Couche colorée,décor§fond§ciel,f82fb7f2-6519-4efa-a803-02645469249b_010§coupe339,coupe339c03§lisière supérieure,Couche picturale,,bleu§clair,,,blanc de plomb§lapis-lazuli,caractérisé,microsonde,,1976,,f82fb7f2-6519-4efa-a803-02645469249b,"Rapport 859b bis (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484§Rapport 859b (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484",0f1ec273-b122-4e7b-bae6-9939a7b92bbf§50399c80-9dd9-4876-a3e5-233d6d9db445,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Lucrèce et Collatin,peinture§coffre§élément,MI 438,Musée du Petit Palais Avignon,"43.949317,4.805528",1426§1475,,,Anonyme siennois,,
Couche colorée,décor§fond§ciel,f82fb7f2-6519-4efa-a803-02645469249b_011§coupe339,coupe339c04§lisière supérieure,Couche picturale§Repeint,superposition peinture,bleu§clair,très mince,,bleu de cobalt,caractérisé,microsonde,,1976,,f82fb7f2-6519-4efa-a803-02645469249b,"Rapport 859b bis (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484§Rapport 859b (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484",0f1ec273-b122-4e7b-bae6-9939a7b92bbf§50399c80-9dd9-4876-a3e5-233d6d9db445,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Lucrèce et Collatin,peinture§coffre§élément,MI 438,Musée du Petit Palais Avignon,"43.949317,4.805528",1426§1475,,,Anonyme siennois,,
Couche non-peinte,décor§fond§ciel,f82fb7f2-6519-4efa-a803-02645469249b_012§coupe339,coupe339c05§lisière supérieure,Couche de vernis,,bleu,,,,,,,1976,,f82fb7f2-6519-4efa-a803-02645469249b,"Rapport 859b bis (dossier EROS F2484), Paris 11/03/1976 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2484",0f1ec273-b122-4e7b-bae6-9939a7b92bbf,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Lucrèce et Collatin,peinture§coffre§élément,MI 438,Musée du Petit Palais Avignon,"43.949317,4.805528",1426§1475,,,Anonyme siennois,,
Support,,a687fa77-6a80-4d59-b19b-369fe4e66f6b_001,,,fond d'or§peinture à tempera,,,,peuplier,,,,,,a687fa77-6a80-4d59-b19b-369fe4e66f6b,,,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/03/2002,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),"La Vierge et l'Enfant sur un trône, La Vierge et l'Enfant",peinture§panneau de polyptyque,RF 2364,Musée du Petit Palais Avignon,"43.949317,4.805528",1451§1500,Marches,"43.5,13.25",Paolo da Visso,,
Support,,a687fa77-6a80-4d59-b19b-369fe4e66f6b_002,ensemble du panneau,Panneau,,,,,peuplier,caractérisé,examen anatomique du bois,,1968,,a687fa77-6a80-4d59-b19b-369fe4e66f6b,"Rapport 379a (dossier EROS F2913), Paris 13/12/1968 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2913",bf648576-1f4f-40ec-9596-db23f83fdf87,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/03/2002,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),"La Vierge et l'Enfant sur un trône, La Vierge et l'Enfant",peinture§panneau de polyptyque,RF 2364,Musée du Petit Palais Avignon,"43.949317,4.805528",1451§1500,Marches,"43.5,13.25",Paolo da Visso,,
Couche préparatoire,,a687fa77-6a80-4d59-b19b-369fe4e66f6b_003,entre le support et les couches colorées§ensemble du panneau,Préparation,,blanc,,,sulfate de calcium§colle animale,caractérisé§supposé,microsonde,,1971,,a687fa77-6a80-4d59-b19b-369fe4e66f6b,"Rapport 379b (dossier EROS F2913), Paris 03/1971 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2913",bccb4fb2-328b-45b8-9271-6e76c72845ca,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/03/2002,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),"La Vierge et l'Enfant sur un trône, La Vierge et l'Enfant",peinture§panneau de polyptyque,RF 2364,Musée du Petit Palais Avignon,"43.949317,4.805528",1451§1500,Marches,"43.5,13.25",Paolo da Visso,,
Couche préparatoire§Décor,vêtement§robe§Vierge,a687fa77-6a80-4d59-b19b-369fe4e66f6b_004§coupe571,coupe571c02§x = 0§30 ; y = 0§70,Assiette,travail en feuille§argenté,rouge§vert,,,ocre rouge,caractérisé,microsonde,,1971,,a687fa77-6a80-4d59-b19b-369fe4e66f6b,"Rapport 379b (dossier EROS F2913), Paris 03/1971 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2913",bccb4fb2-328b-45b8-9271-6e76c72845ca,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/03/2002,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),"La Vierge et l'Enfant sur un trône, La Vierge et l'Enfant",peinture§panneau de polyptyque,RF 2364,Musée du Petit Palais Avignon,"43.949317,4.805528",1451§1500,Marches,"43.5,13.25",Paolo da Visso,,
Décor,vêtement§robe§Vierge,a687fa77-6a80-4d59-b19b-369fe4e66f6b_005§coupe571,coupe571c03§x = 0§30 ; y = 0§70,Feuille métallique,travail en feuille§argenté,argenté§vert,,,argent,caractérisé,microsonde,,1971,,a687fa77-6a80-4d59-b19b-369fe4e66f6b,"Rapport 379b (dossier EROS F2913), Paris 03/1971 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2913§Rapport 379c (dossier EROS F2913), Paris 03/1971 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2913",bccb4fb2-328b-45b8-9271-6e76c72845ca§03d3b884-20a0-45f8-9ec3-dae594f10767,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/03/2002,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),"La Vierge et l'Enfant sur un trône, La Vierge et l'Enfant",peinture§panneau de polyptyque,RF 2364,Musée du Petit Palais Avignon,"43.949317,4.805528",1451§1500,Marches,"43.5,13.25",Paolo da Visso,,
Couche colorée,vêtement§robe§Vierge,a687fa77-6a80-4d59-b19b-369fe4e66f6b_006§coupe571,coupe571c04§x = 0§30 ; y = 0§70,Couche picturale,superposition peinture§première couche du vêtement - sur le décor d'argent,vert,,,vert de cuivre§carbonate de calcium,caractérisé,microsonde,,1971,,a687fa77-6a80-4d59-b19b-369fe4e66f6b,"Rapport 379b (dossier EROS F2913), Paris 03/1971 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2913",bccb4fb2-328b-45b8-9271-6e76c72845ca,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/03/2002,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),"La Vierge et l'Enfant sur un trône, La Vierge et l'Enfant",peinture§panneau de polyptyque,RF 2364,Musée du Petit Palais Avignon,"43.949317,4.805528",1451§1500,Marches,"43.5,13.25",Paolo da Visso,,
Couche colorée,vêtement§robe§Vierge,a687fa77-6a80-4d59-b19b-369fe4e66f6b_007§coupe571,coupe571c05§x = 0§30 ; y = 0§70,Couche picturale,superposition peinture§deuxième couche du vêtement,vert,,,vert de cuivre,caractérisé,microsonde,,1971,,a687fa77-6a80-4d59-b19b-369fe4e66f6b,"Rapport 379b (dossier EROS F2913), Paris 03/1971 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2913",bccb4fb2-328b-45b8-9271-6e76c72845ca,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/03/2002,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),"La Vierge et l'Enfant sur un trône, La Vierge et l'Enfant",peinture§panneau de polyptyque,RF 2364,Musée du Petit Palais Avignon,"43.949317,4.805528",1451§1500,Marches,"43.5,13.25",Paolo da Visso,,
Couche non-peinte,vêtement§robe§Vierge,a687fa77-6a80-4d59-b19b-369fe4e66f6b_008§coupe571,coupe571c06§x = 0§30 ; y = 0§70,Couche de vernis,,foncé§vert,,,indéterminé,,,,1971,Vernis pénétrant dans les craquelures,a687fa77-6a80-4d59-b19b-369fe4e66f6b,"Rapport 379b (dossier EROS F2913), Paris 03/1971 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2913",bccb4fb2-328b-45b8-9271-6e76c72845ca,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/03/2002,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),"La Vierge et l'Enfant sur un trône, La Vierge et l'Enfant",peinture§panneau de polyptyque,RF 2364,Musée du Petit Palais Avignon,"43.949317,4.805528",1451§1500,Marches,"43.5,13.25",Paolo da Visso,,
Couche préparatoire§Décor,vêtement§robe§Vierge,a687fa77-6a80-4d59-b19b-369fe4e66f6b_009§coupe572,coupe572c02§x = 0§29 ; y = 0§87,Assiette,argenté§travail en feuille,rouge§vert,,,ocre rouge,caractérisé,microsonde,,1971,,a687fa77-6a80-4d59-b19b-369fe4e66f6b,"Rapport 379b (dossier EROS F2913), Paris 03/1971 - , Centre de Recherche et de Restauration des Musées de France, Paris, F2913",bccb4fb2-328b-45b8-9271-6e76c72845ca,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/03/2002,23/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),"La Vierge et l'Enfant sur un trône, La Vierge et l'Enfant",peinture§panneau de polyptyque,RF 2364,Musée du Petit Palais Avignon,"43.949317,4.805528",1451§1500,Marches,"43.5,13.25",Paolo da Visso,,
